order	precursor	precursor_acc_num	miRNA_5p	miRNA_5p_acc_num	miRNA_3p	miRNA_3p_acc_num	
1270_	hsa-mir-548i-3	MI0006423	hsa-miR-548i-5p	MIMAT0005935	na	na	
1271_	hsa-mir-548i-4	MI0006424	hsa-miR-548i-5p	MIMAT0005935	na	na	
1272_	hsa-mir-548j	MI0006345	hsa-miR-548j-5p	MIMAT0005875	hsa-miR-548j-3p	MIMAT0026737	
1273_	hsa-mir-548k	MI0006354	hsa-miR-548k-5p	MIMAT0005882	na	na	
1274_	hsa-mir-548l	MI0006361	hsa-miR-548l-5p	MIMAT0005889	na	na	
1275_	hsa-mir-548m	MI0006400	hsa-miR-548m-5p	MIMAT0005917	na	na	
1276_	hsa-mir-548n	MI0006399	hsa-miR-548n-5p	MIMAT0005916	na	na	
1277_	hsa-mir-548o	MI0006402	na	na	hsa-miR-548o-3p	MIMAT0005919	
1278_	hsa-mir-548o-2	MI0016746	hsa-miR-548o-5p	MIMAT0022738	hsa-miR-548o-3p	MIMAT0005919	
1279_	hsa-mir-548p	MI0006420	na	na	hsa-miR-548p-3p	MIMAT0005934	
1280_	hsa-mir-548q	MI0010637	hsa-miR-548q-5p	MIMAT0011163	na	na	
1281_	hsa-mir-548s	MI0014141	na	na	hsa-miR-548s-3p	MIMAT0014987	
1282_	hsa-mir-548t	MI0014164	hsa-miR-548t-5p	MIMAT0015009	hsa-miR-548t-3p	MIMAT0022730	
1283_	hsa-mir-548u	MI0014168	na	na	hsa-miR-548u-3p	MIMAT0015013	
1284_	hsa-mir-548v	MI0014174	na	na	hsa-miR-548v-3p	MIMAT0015020	
1285_	hsa-mir-548w	MI0014222	hsa-miR-548w-5p	MIMAT0015060	na	na	
1286_	hsa-mir-548x	MI0014244	hsa-miR-548x-5p	MIMAT0022733	hsa-miR-548x-3p	MIMAT0015081	
1287_	hsa-mir-548x-2	MI0016833	na	na	hsa-miR-548x-3p	MIMAT0015081	
1288_	hsa-mir-548y	MI0016595	hsa-miR-548y-5p	MIMAT0018354	na	na	
1289_	hsa-mir-548z	MI0016688	na	na	hsa-miR-548z-3p	MIMAT0018446	
1290_	hsa-mir-549a	MI0003679	na	na	hsa-miR-549a-3p	MIMAT0003333	
1291_	hsa-mir-550a-1	MI0003600	hsa-miR-550a-3-5p	MIMAT0020925	hsa-miR-550a-3p	MIMAT0003257	
1292_	hsa-mir-550a-2	MI0003601	hsa-miR-550a-3-5p	MIMAT0020925	hsa-miR-550a-3p	MIMAT0003257	
1293_	hsa-mir-550a-3	MI0003762	hsa-miR-550a-3-5p	MIMAT0020925	hsa-miR-550a-3p	MIMAT0003257	
1294_	hsa-mir-550b-1	MI0016686	hsa-miR-550b-2-5p	MIMAT0022737	hsa-miR-550b-3p	MIMAT0018445	
1295_	hsa-mir-550b-2	MI0016687	hsa-miR-550b-2-5p	MIMAT0022737	hsa-miR-550b-3p	MIMAT0018445	
1296_	hsa-mir-551a	MI0003556	na	na	hsa-miR-551a-3p	MIMAT0003214	
1297_	hsa-mir-551b	MI0003575	hsa-miR-551b-5p	MIMAT0004794	hsa-miR-551b-3p	MIMAT0003233	
1298_	hsa-mir-552	MI0003557	hsa-miR-552-5p	MIMAT0026615	hsa-miR-552-3p	MIMAT0003215	
1299_	hsa-mir-553	MI0003558	hsa-miR-553-5p	MIMAT0003216	na	na	
1300_	hsa-mir-554	MI0003559	hsa-miR-554-5p	MIMAT0003217	na	na	
1301_	hsa-mir-555	MI0003561	na	na	hsa-miR-555-3p	MIMAT0003219	
1302_	hsa-mir-556	MI0003562	hsa-miR-556-5p	MIMAT0003220	hsa-miR-556-3p	MIMAT0004793	
1303_	hsa-mir-557	MI0003563	na	na	hsa-miR-557-3p	MIMAT0003221	
1304_	hsa-mir-5571	MI0019115	hsa-miR-5571-5p	MIMAT0022257	hsa-miR-5571-3p	MIMAT0022258	
1305_	hsa-mir-5572	MI0019117	na	na	hsa-miR-5572-3p	MIMAT0022260	
1306_	hsa-mir-5579	MI0019133	hsa-miR-5579-5p	MIMAT0022269	hsa-miR-5579-3p	MIMAT0022270	
1307_	hsa-mir-558	MI0003564	na	na	hsa-miR-558-3p	MIMAT0003222	
1308_	hsa-mir-5580	MI0019135	hsa-miR-5580-5p	MIMAT0022273	hsa-miR-5580-3p	MIMAT0022274	
1309_	hsa-mir-5581	MI0019136	hsa-miR-5581-5p	MIMAT0022275	hsa-miR-5581-3p	MIMAT0022276	
1310_	hsa-mir-5582	MI0019138	hsa-miR-5582-5p	MIMAT0022279	hsa-miR-5582-3p	MIMAT0022280	
1311_	hsa-mir-5583-1	MI0019139	hsa-miR-5583-5p	MIMAT0022281	hsa-miR-5583-3p	MIMAT0022282	
1312_	hsa-mir-5583-2	MI0019140	hsa-miR-5583-5p	MIMAT0022281	hsa-miR-5583-3p	MIMAT0022282	
1313_	hsa-mir-5584	MI0019141	hsa-miR-5584-5p	MIMAT0022283	hsa-miR-5584-3p	MIMAT0022284	
1314_	hsa-mir-5585	MI0019142	hsa-miR-5585-5p	MIMAT0022285	hsa-miR-5585-3p	MIMAT0022286	
1315_	hsa-mir-5586	MI0019143	hsa-miR-5586-5p	MIMAT0022287	hsa-miR-5586-3p	MIMAT0022288	
1316_	hsa-mir-5587	MI0019144	hsa-miR-5587-5p	MIMAT0022289	hsa-miR-5587-3p	MIMAT0022290	
1317_	hsa-mir-5588	MI0019147	hsa-miR-5588-5p	MIMAT0022295	hsa-miR-5588-3p	MIMAT0022296	
1318_	hsa-mir-5589	MI0019148	hsa-miR-5589-5p	MIMAT0022297	hsa-miR-5589-3p	MIMAT0022298	
1319_	hsa-mir-559	MI0003565	hsa-miR-559-5p	MIMAT0003223	na	na	
1320_	hsa-mir-5590	MI0019150	hsa-miR-5590-5p	MIMAT0022299	hsa-miR-5590-3p	MIMAT0022300	
1321_	hsa-mir-5591	MI0019151	hsa-miR-5591-5p	MIMAT0022301	hsa-miR-5591-3p	MIMAT0022302	
1322_	hsa-mir-561	MI0003567	hsa-miR-561-5p	MIMAT0022706	hsa-miR-561-3p	MIMAT0003225	
1323_	hsa-mir-562	MI0003568	na	na	hsa-miR-562-3p	MIMAT0003226	
1324_	hsa-mir-563	MI0003569	na	na	hsa-miR-563-3p	MIMAT0003227	
1325_	hsa-mir-564	MI0003570	hsa-miR-564-5p	MIMAT0003228	na	na	
1326_	hsa-mir-566	MI0003572	hsa-miR-566-5p	MIMAT0003230	na	na	
1327_	hsa-mir-567	MI0003573	hsa-miR-567-5p	MIMAT0003231	na	na	
1328_	hsa-mir-568	MI0003574	hsa-miR-568-5p	MIMAT0003232	na	na	
1329_	hsa-mir-5680	MI0019280	na	na	hsa-miR-5680-3p	MIMAT0022468	
1330_	hsa-mir-5681a	MI0019281	na	na	hsa-miR-5681a-3p	MIMAT0022469	
1331_	hsa-mir-5681b	MI0019293	hsa-miR-5681b-5p	MIMAT0022480	na	na	
1332_	hsa-mir-5682	MI0019282	na	na	hsa-miR-5682-3p	MIMAT0022470	
1333_	hsa-mir-5683	MI0019284	hsa-miR-5683-5p	MIMAT0022472	na	na	
1334_	hsa-mir-5684	MI0019285	hsa-miR-5684-5p	MIMAT0022473	na	na	
1335_	hsa-mir-5685	MI0019287	hsa-miR-5685-5p	MIMAT0022475	na	na	
1336_	hsa-mir-5687	MI0019291	na	na	hsa-miR-5687-3p	MIMAT0022478	
1337_	hsa-mir-5688	MI0019292	na	na	hsa-miR-5688-3p	MIMAT0022479	
1338_	hsa-mir-5689	MI0019294	hsa-miR-5689-5p	MIMAT0022481	na	na	
1339_	hsa-mir-569	MI0003576	na	na	hsa-miR-569-3p	MIMAT0003234	
1340_	hsa-mir-5690	MI0019295	hsa-miR-5690-5p	MIMAT0022482	na	na	
1341_	hsa-mir-5691	MI0019296	hsa-miR-5691-5p	MIMAT0022483	na	na	
1342_	hsa-mir-5692a-1	MI0019297	hsa-miR-5692a-5p	MIMAT0022484	na	na	
1343_	hsa-mir-5692a-2	MI0019298	hsa-miR-5692a-5p	MIMAT0022484	na	na	
1344_	hsa-mir-5692b	MI0019311	hsa-miR-5692b-5p	MIMAT0022497	na	na	
1345_	hsa-mir-5692c-1	MI0019288	na	na	hsa-miR-5692c-3p	MIMAT0022476	
1346_	hsa-mir-5692c-2	MI0019289	na	na	hsa-miR-5692c-3p	MIMAT0022476	
1347_	hsa-mir-5693	MI0019300	na	na	hsa-miR-5693-3p	MIMAT0022486	
1348_	hsa-mir-5694	MI0019301	hsa-miR-5694-5p	MIMAT0022487	na	na	
1349_	hsa-mir-5695	MI0019302	na	na	hsa-miR-5695-3p	MIMAT0022488	
1350_	hsa-mir-5696	MI0019303	hsa-miR-5696-5p	MIMAT0022489	na	na	
1351_	hsa-mir-5697	MI0019304	hsa-miR-5697-5p	MIMAT0022490	na	na	
1352_	hsa-mir-5698	MI0019305	hsa-miR-5698-5p	MIMAT0022491	na	na	
1353_	hsa-mir-5699	MI0019306	hsa-miR-5699-5p	MIMAT0027103	hsa-miR-5699-3p	MIMAT0022492	
1354_	hsa-mir-570	MI0003577	hsa-miR-570-5p	MIMAT0022707	hsa-miR-570-3p	MIMAT0003235	
1355_	hsa-mir-5700	MI0019307	hsa-miR-5700-5p	MIMAT0022493	na	na	
1356_	hsa-mir-5701-1	MI0019308	hsa-miR-5701-5p	MIMAT0022494	na	na	
1357_	hsa-mir-5701-2	MI0019593	hsa-miR-5701-5p	MIMAT0022494	na	na	
1358_	hsa-mir-5702	MI0019309	na	na	hsa-miR-5702-3p	MIMAT0022495	
1359_	hsa-mir-5703	MI0019310	na	na	hsa-miR-5703-3p	MIMAT0022496	
1360_	hsa-mir-5704	MI0019312	hsa-miR-5704-5p	MIMAT0022498	na	na	
1361_	hsa-mir-5705	MI0019313	na	na	hsa-miR-5705-3p	MIMAT0022499	
1362_	hsa-mir-5706	MI0019314	hsa-miR-5706-5p	MIMAT0022500	na	na	
1363_	hsa-mir-5707	MI0019315	hsa-miR-5707-5p	MIMAT0022501	na	na	
1364_	hsa-mir-5708	MI0019316	hsa-miR-5708-5p	MIMAT0022502	na	na	
1365_	hsa-mir-571	MI0003578	na	na	hsa-miR-571-3p	MIMAT0003236	
1366_	hsa-mir-572	MI0003579	na	na	hsa-miR-572-3p	MIMAT0003237	
1367_	hsa-mir-573	MI0003580	hsa-miR-573-5p	MIMAT0003238	na	na	
1368_	hsa-mir-5739	MI0019412	na	na	hsa-miR-5739-3p	MIMAT0023116	
1369_	hsa-mir-574	MI0003581	hsa-miR-574-5p	MIMAT0004795	hsa-miR-574-3p	MIMAT0003239	
1370_	hsa-mir-575	MI0003582	na	na	hsa-miR-575-3p	MIMAT0003240	
1371_	hsa-mir-576	MI0003583	hsa-miR-576-5p	MIMAT0003241	hsa-miR-576-3p	MIMAT0004796	
1372_	hsa-mir-577	MI0003584	hsa-miR-577-5p	MIMAT0003242	na	na	
1373_	hsa-mir-578	MI0003585	na	na	hsa-miR-578-3p	MIMAT0003243	
1374_	hsa-mir-5787	MI0019797	hsa-miR-5787-5p	MIMAT0023252	na	na	
1375_	hsa-mir-579	MI0003586	hsa-miR-579-5p	MIMAT0026616	hsa-miR-579-3p	MIMAT0003244	
1376_	hsa-mir-580	MI0003587	hsa-miR-580-5p	MIMAT0026617	hsa-miR-580-3p	MIMAT0003245	
1377_	hsa-mir-581	MI0003588	hsa-miR-581-5p	MIMAT0003246	na	na	
1378_	hsa-mir-582	MI0003589	hsa-miR-582-5p	MIMAT0003247	hsa-miR-582-3p	MIMAT0004797	
1379_	hsa-mir-583	MI0003590	hsa-miR-583-5p	MIMAT0003248	na	na	
1380_	hsa-mir-584	MI0003591	hsa-miR-584-5p	MIMAT0003249	hsa-miR-584-3p	MIMAT0022708	
1381_	hsa-mir-585	MI0003592	hsa-miR-585-5p	MIMAT0026618	hsa-miR-585-3p	MIMAT0003250	
1382_	hsa-mir-586	MI0003594	hsa-miR-586-5p	MIMAT0003252	na	na	
1383_	hsa-mir-587	MI0003595	hsa-miR-587-5p	MIMAT0003253	na	na	
1384_	hsa-mir-588	MI0003597	hsa-miR-588-5p	MIMAT0003255	na	na	
1385_	hsa-mir-589	MI0003599	hsa-miR-589-5p	MIMAT0004799	hsa-miR-589-3p	MIMAT0003256	
1386_	hsa-mir-590	MI0003602	hsa-miR-590-5p	MIMAT0003258	hsa-miR-590-3p	MIMAT0004801	
1387_	hsa-mir-591	MI0003603	hsa-miR-591-5p	MIMAT0003259	na	na	
1388_	hsa-mir-592	MI0003604	hsa-miR-592-5p	MIMAT0003260	na	na	
1389_	hsa-mir-593	MI0003605	hsa-miR-593-5p	MIMAT0003261	hsa-miR-593-3p	MIMAT0004802	
1390_	hsa-mir-595	MI0003607	na	na	hsa-miR-595-3p	MIMAT0003263	
1391_	hsa-mir-596	MI0003608	hsa-miR-596-5p	MIMAT0003264	na	na	
1392_	hsa-mir-597	MI0003609	hsa-miR-597-5p	MIMAT0003265	hsa-miR-597-3p	MIMAT0026619	
1393_	hsa-mir-598	MI0003610	hsa-miR-598-5p	MIMAT0026620	hsa-miR-1322-3p	MIMAT0005953	
1394_	hsa-mir-599	MI0003611	na	na	hsa-miR-599-3p	MIMAT0003267	
1395_	hsa-mir-600	MI0003613	na	na	hsa-miR-600-3p	MIMAT0003268	
1396_	hsa-mir-601	MI0003614	hsa-miR-601-5p	MIMAT0003269	na	na	
1397_	hsa-mir-602	MI0003615	hsa-miR-602-5p	MIMAT0003270	na	na	
1398_	hsa-mir-603	MI0003616	na	na	hsa-miR-603-3p	MIMAT0003271	
1399_	hsa-mir-604	MI0003617	na	na	hsa-miR-604-3p	MIMAT0003272	
1400_	hsa-mir-605	MI0003618	hsa-miR-605-5p	MIMAT0003273	hsa-miR-605-3p	MIMAT0026621	
1401_	hsa-mir-606	MI0003619	na	na	hsa-miR-606-3p	MIMAT0003274	
1402_	hsa-mir-6068	MI0020345	hsa-miR-6068-5p	MIMAT0023693	na	na	
1403_	hsa-mir-6069	MI0020346	hsa-miR-6069-5p	MIMAT0023694	na	na	
1404_	hsa-mir-607	MI0003620	na	na	hsa-miR-607-3p	MIMAT0003275	
1405_	hsa-mir-6070	MI0020347	hsa-miR-6070-5p	MIMAT0023695	na	na	
1406_	hsa-mir-6071	MI0020348	hsa-miR-6071-5p	MIMAT0023696	na	na	
1407_	hsa-mir-6072	MI0020349	na	na	hsa-miR-6072-3p	MIMAT0023697	
1408_	hsa-mir-6073	MI0020350	na	na	hsa-miR-6073-3p	MIMAT0023698	
1409_	hsa-mir-6074	MI0020351	na	na	hsa-miR-6074-3p	MIMAT0023699	
1410_	hsa-mir-6075	MI0020352	na	na	hsa-miR-6075-3p	MIMAT0023700	
1411_	hsa-mir-6076	MI0020353	hsa-miR-6076-5p	MIMAT0023701	na	na	
1412_	hsa-mir-6077-1	MI0020354	hsa-miR-6077-5p	MIMAT0023702	na	na	
1413_	hsa-mir-6077-2	MI0023562	hsa-miR-6077-5p	MIMAT0023702	na	na	
1414_	hsa-mir-6078	MI0020355	hsa-miR-6078-5p	MIMAT0023703	na	na	
1415_	hsa-mir-6079	MI0020356	na	na	hsa-miR-6079-3p	MIMAT0023704	
1416_	hsa-mir-608	MI0003621	hsa-miR-608-5p	MIMAT0003276	na	na	
1417_	hsa-mir-6080	MI0020357	na	na	hsa-miR-6080-3p	MIMAT0023705	
1418_	hsa-mir-6081	MI0020358	na	na	hsa-miR-6081-3p	MIMAT0023706	
1419_	hsa-mir-6082	MI0020359	hsa-miR-6082-5p	MIMAT0023707	na	na	
1420_	hsa-mir-6083	MI0020360	na	na	hsa-miR-6083-3p	MIMAT0023708	
1421_	hsa-mir-6084	MI0020361	na	na	hsa-miR-6084-3p	MIMAT0023709	
1422_	hsa-mir-6085	MI0020362	na	na	hsa-miR-6085-3p	MIMAT0023710	
1423_	hsa-mir-6086	MI0020363	hsa-miR-6086-5p	MIMAT0023711	na	na	
1424_	hsa-mir-6087	MI0020364	hsa-miR-6087-5p	MIMAT0023712	na	na	
1425_	hsa-mir-6088	MI0020365	hsa-miR-6088-5p	MIMAT0023713	na	na	
1426_	hsa-mir-6089-1	MI0020366	na	na	hsa-miR-6089-3p	MIMAT0023714	
1427_	hsa-mir-6089-2	MI0023563	na	na	hsa-miR-6089-3p	MIMAT0023714	
1428_	hsa-mir-609	MI0003622	hsa-miR-609-5p	MIMAT0003277	na	na	
1429_	hsa-mir-6090	MI0020367	na	na	hsa-miR-6090-3p	MIMAT0023715	
1430_	hsa-mir-610	MI0003623	hsa-miR-610-5p	MIMAT0003278	na	na	
1431_	hsa-mir-611	MI0003624	na	na	hsa-miR-611-3p	MIMAT0003279	
1432_	hsa-mir-612	MI0003625	hsa-miR-612-5p	MIMAT0003280	na	na	
1433_	hsa-mir-6124	MI0021258	hsa-miR-6124-5p	MIMAT0024597	na	na	
1434_	hsa-mir-6125	MI0021259	na	na	hsa-miR-6125-3p	MIMAT0024598	
1435_	hsa-mir-6126	MI0021260	hsa-miR-6126-5p	MIMAT0024599	na	na	
1436_	hsa-mir-6127	MI0021271	hsa-miR-6127-5p	MIMAT0024610	na	na	
1437_	hsa-mir-6128	MI0021272	na	na	hsa-miR-6128-3p	MIMAT0024611	
1438_	hsa-mir-6129	MI0021274	hsa-miR-6129-5p	MIMAT0024613	na	na	
1439_	hsa-mir-613	MI0003626	na	na	hsa-miR-613-3p	MIMAT0003281	
1440_	hsa-mir-6130	MI0021275	na	na	hsa-miR-6130-3p	MIMAT0024614	
1441_	hsa-mir-6131	MI0021276	na	na	hsa-miR-6131-3p	MIMAT0024615	
1442_	hsa-mir-6132	MI0021277	hsa-miR-6132-5p	MIMAT0024616	na	na	
1443_	hsa-mir-6133	MI0021278	na	na	hsa-miR-6133-3p	MIMAT0024617	
1444_	hsa-mir-6134	MI0021279	na	na	hsa-miR-6134-3p	MIMAT0024618	
1445_	hsa-mir-614	MI0003627	na	na	hsa-miR-614-3p	MIMAT0003282	
1446_	hsa-mir-615	MI0003628	hsa-miR-615-5p	MIMAT0004804	hsa-miR-615-3p	MIMAT0003283	
1447_	hsa-mir-616	MI0003629	hsa-miR-616-5p	MIMAT0003284	hsa-miR-616-3p	MIMAT0004805	
1448_	hsa-mir-6165	MI0021472	hsa-miR-6165-5p	MIMAT0024782	na	na	
1449_	hsa-mir-617	MI0003631	hsa-miR-617-5p	MIMAT0003286	na	na	
1450_	hsa-mir-618	MI0003632	hsa-miR-618-5p	MIMAT0003287	na	na	
1451_	hsa-mir-619	MI0003633	hsa-miR-619-5p	MIMAT0026622	hsa-miR-619-3p	MIMAT0003288	
1452_	hsa-mir-620	MI0003634	na	na	hsa-miR-620-3p	MIMAT0003289	
1453_	hsa-mir-621	MI0003635	na	na	hsa-miR-621-3p	MIMAT0003290	
1454_	hsa-mir-622	MI0003636	na	na	hsa-miR-622-3p	MIMAT0003291	
1455_	hsa-mir-623	MI0003637	hsa-miR-623-5p	MIMAT0003292	na	na	
1456_	hsa-mir-624	MI0003638	hsa-miR-624-5p	MIMAT0003293	hsa-miR-624-3p	MIMAT0004807	
1457_	hsa-mir-625	MI0003639	hsa-miR-625-5p	MIMAT0003294	hsa-miR-625-3p	MIMAT0004808	
1458_	hsa-mir-626	MI0003640	na	na	hsa-miR-626-3p	MIMAT0003295	
1459_	hsa-mir-627	MI0003641	hsa-miR-627-5p	MIMAT0003296	hsa-miR-627-3p	MIMAT0026623	
1460_	hsa-mir-628	MI0003642	hsa-miR-628-5p	MIMAT0004809	hsa-miR-628-3p	MIMAT0003297	
1461_	hsa-mir-629	MI0003643	hsa-miR-629-5p	MIMAT0004810	hsa-miR-629-3p	MIMAT0003298	
1462_	hsa-mir-630	MI0003644	na	na	hsa-miR-630-3p	MIMAT0003299	
1463_	hsa-mir-631	MI0003645	hsa-miR-631-5p	MIMAT0003300	na	na	
1464_	hsa-mir-632	MI0003647	na	na	hsa-miR-632-3p	MIMAT0003302	
1465_	hsa-mir-633	MI0003648	na	na	hsa-miR-633-3p	MIMAT0003303	
1466_	hsa-mir-634	MI0003649	na	na	hsa-miR-634-3p	MIMAT0003304	
1467_	hsa-mir-635	MI0003650	hsa-miR-635-5p	MIMAT0003305	na	na	
1468_	hsa-mir-636	MI0003651	na	na	hsa-miR-636-3p	MIMAT0003306	
1469_	hsa-mir-637	MI0003652	na	na	hsa-miR-637-3p	MIMAT0003307	
1470_	hsa-mir-638	MI0003653	hsa-miR-638-5p	MIMAT0003308	na	na	
1471_	hsa-mir-639	MI0003654	na	na	hsa-miR-639-3p	MIMAT0003309	
1472_	hsa-mir-640	MI0003655	na	na	hsa-miR-640-3p	MIMAT0003310	
1473_	hsa-mir-641	MI0003656	hsa-miR-641-5p	MIMAT0003311	na	na	
1474_	hsa-mir-642a	MI0003657	hsa-miR-642a-5p	MIMAT0003312	hsa-miR-642a-3p	MIMAT0020924	
1475_	hsa-mir-642b	MI0016685	hsa-miR-642b-5p	MIMAT0022736	hsa-miR-642b-3p	MIMAT0018444	
1476_	hsa-mir-643	MI0003658	na	na	hsa-miR-643-3p	MIMAT0003313	
1477_	hsa-mir-644a	MI0003659	na	na	hsa-miR-644a-3p	MIMAT0003314	
1478_	hsa-mir-645	MI0003660	na	na	hsa-miR-645-3p	MIMAT0003315	
1479_	hsa-mir-646	MI0003661	na	na	hsa-miR-646-3p	MIMAT0003316	
1480_	hsa-mir-647	MI0003662	hsa-miR-647-5p	MIMAT0003317	na	na	
1481_	hsa-mir-648	MI0003663	hsa-miR-648-5p	MIMAT0003318	na	na	
1482_	hsa-mir-649	MI0003664	na	na	hsa-miR-649-3p	MIMAT0003319	
1483_	hsa-mir-6499	MI0022209	hsa-miR-6499-5p	MIMAT0025450	hsa-miR-6499-3p	MIMAT0025451	
1484_	hsa-mir-650	MI0003665	hsa-miR-650-5p	MIMAT0003320	na	na	
1485_	hsa-mir-6500	MI0022211	hsa-miR-6500-5p	MIMAT0025454	hsa-miR-6500-3p	MIMAT0025455	
1486_	hsa-mir-6501	MI0022213	hsa-miR-6501-5p	MIMAT0025458	hsa-miR-6501-3p	MIMAT0025459	
1487_	hsa-mir-6502	MI0022214	hsa-miR-6502-5p	MIMAT0025460	hsa-miR-6502-3p	MIMAT0025461	
1488_	hsa-mir-6503	MI0022215	hsa-miR-6503-5p	MIMAT0025462	hsa-miR-6503-3p	MIMAT0025463	
1489_	hsa-mir-6504	MI0022216	hsa-miR-6504-5p	MIMAT0025464	hsa-miR-6504-3p	MIMAT0025465	
1490_	hsa-mir-6505	MI0022217	hsa-miR-6505-5p	MIMAT0025466	hsa-miR-6505-3p	MIMAT0025467	
1491_	hsa-mir-6506	MI0022218	hsa-miR-6506-5p	MIMAT0025468	hsa-miR-6506-3p	MIMAT0025469	
1492_	hsa-mir-6507	MI0022219	hsa-miR-6507-5p	MIMAT0025470	hsa-miR-6507-3p	MIMAT0025471	
1493_	hsa-mir-6508	MI0022220	hsa-miR-6508-5p	MIMAT0025472	hsa-miR-6508-3p	MIMAT0025473	
1494_	hsa-mir-6509	MI0022221	hsa-miR-6509-5p	MIMAT0025474	hsa-miR-6509-3p	MIMAT0025475	
1495_	hsa-mir-651	MI0003666	hsa-miR-651-5p	MIMAT0003321	hsa-miR-651-3p	MIMAT0026624	
1496_	hsa-mir-6510	MI0022222	hsa-miR-6510-5p	MIMAT0025476	hsa-miR-6510-3p	MIMAT0025477	
1497_	hsa-mir-6511a-1	MI0022223	hsa-miR-6511a-5p	MIMAT0025478	hsa-miR-6511a-3p	MIMAT0025479	
1498_	hsa-mir-6511a-2	MI0023564	hsa-miR-6511a-5p	MIMAT0025478	hsa-miR-6511a-3p	MIMAT0025479	
1499_	hsa-mir-6511a-3	MI0023565	hsa-miR-6511a-5p	MIMAT0025478	hsa-miR-6511a-3p	MIMAT0025479	
1500_	hsa-mir-6511a-4	MI0023566	hsa-miR-6511a-5p	MIMAT0025478	hsa-miR-6511a-3p	MIMAT0025479	
1501_	hsa-mir-6511b-1	MI0022552	hsa-miR-6511b-5p	MIMAT0025847	hsa-miR-6511b-3p	MIMAT0025848	
1502_	hsa-mir-6511b-2	MI0023431	hsa-miR-6511b-5p	MIMAT0025847	hsa-miR-6511b-3p	MIMAT0025848	
1503_	hsa-mir-6512	MI0022224	hsa-miR-6512-5p	MIMAT0025480	hsa-miR-6512-3p	MIMAT0025481	
1504_	hsa-mir-6513	MI0022225	hsa-miR-6513-5p	MIMAT0025482	hsa-miR-6513-3p	MIMAT0025483	
1505_	hsa-mir-6514	MI0022226	hsa-miR-6514-5p	MIMAT0025484	hsa-miR-6514-3p	MIMAT0025485	
1506_	hsa-mir-6515	MI0022227	hsa-miR-6515-5p	MIMAT0025486	hsa-miR-6515-3p	MIMAT0025487	
1507_	hsa-mir-6516	MI0025513	hsa-miR-6516-5p	MIMAT0030417	hsa-miR-6516-3p	MIMAT0030418	
1508_	hsa-mir-652	MI0003667	hsa-miR-652-5p	MIMAT0022709	hsa-miR-652-3p	MIMAT0003322	
1509_	hsa-mir-653	MI0003674	hsa-miR-653-5p	MIMAT0003328	hsa-miR-653-3p	MIMAT0026625	
1510_	hsa-mir-654	MI0003676	hsa-miR-654-5p	MIMAT0003330	hsa-miR-654-3p	MIMAT0004814	
1511_	hsa-mir-655	MI0003677	hsa-miR-655-5p	MIMAT0026626	hsa-miR-655-3p	MIMAT0003331	
1512_	hsa-mir-656	MI0003678	hsa-miR-656-5p	MIMAT0026627	hsa-miR-656-3p	MIMAT0003332	
1513_	hsa-mir-657	MI0003681	na	na	hsa-miR-657-3p	MIMAT0003335	
1514_	hsa-mir-658	MI0003682	na	na	hsa-miR-658-3p	MIMAT0003336	
1515_	hsa-mir-659	MI0003683	hsa-miR-659-5p	MIMAT0022710	hsa-miR-659-3p	MIMAT0003337	
1516_	hsa-mir-660	MI0003684	hsa-miR-660-5p	MIMAT0003338	hsa-miR-660-3p	MIMAT0022711	
1517_	hsa-mir-661	MI0003669	na	na	hsa-miR-661-3p	MIMAT0003324	
1518_	hsa-mir-662	MI0003670	na	na	hsa-miR-662-3p	MIMAT0003325	
1519_	hsa-mir-663a	MI0003672	hsa-miR-663a-5p	MIMAT0003326	na	na	
1520_	hsa-mir-663b	MI0006336	na	na	hsa-miR-663b-3p	MIMAT0005867	
1521_	hsa-mir-664a	MI0006442	hsa-miR-664a-5p	MIMAT0005948	hsa-miR-664a-3p	MIMAT0005949	
1522_	hsa-mir-664b	MI0019134	hsa-miR-664b-5p	MIMAT0022271	hsa-miR-664b-3p	MIMAT0022272	
1523_	hsa-mir-665	MI0005563	na	na	hsa-miR-665-3p	MIMAT0004952	
1524_	hsa-mir-668	MI0003761	hsa-miR-668-5p	MIMAT0026636	hsa-miR-668-3p	MIMAT0003881	
1525_	hsa-mir-670	MI0003933	hsa-miR-670-5p	MIMAT0010357	hsa-miR-670-3p	MIMAT0026640	
1526_	hsa-mir-671	MI0003760	hsa-miR-671-5p	MIMAT0003880	hsa-miR-671-3p	MIMAT0004819	
1527_	hsa-mir-6715a	MI0022548	na	na	hsa-miR-6715a-3p	MIMAT0025841	
1528_	hsa-mir-6715b	MI0022549	hsa-miR-6715b-5p	MIMAT0025842	hsa-miR-6715b-3p	MIMAT0025843	
1529_	hsa-mir-6716	MI0022550	hsa-miR-6716-5p	MIMAT0025844	hsa-miR-6716-3p	MIMAT0025845	
1530_	hsa-mir-6717	MI0022551	hsa-miR-6717-5p	MIMAT0025846	na	na	
1531_	hsa-mir-6718	MI0022553	hsa-miR-6718-5p	MIMAT0025849	na	na	
1532_	hsa-mir-6719	MI0022554	na	na	hsa-miR-6719-3p	MIMAT0025850	
1533_	hsa-mir-6720	MI0022555	hsa-miR-6720-5p	MIMAT0027345	hsa-miR-6720-3p	MIMAT0025851	
